id,name,cost,type,resolve,speed,damage,toughness,life,shorttext,longtext,flavortext,card_image,common,uncommon,rare,action,event,continuous,item,bast,igrath,lilith,vi,ravat,scuttler,tendril,wisp,scinter,tinsel,show_resolve,show_speed,show_tough,show_life,border_normal
Drastic Measures,"Drastic Measures",1,"Event","+0",0,0,0,0,"Discard a non-leader card from a lane, its controller draws 1.","Deck heroes count as non-leader cards.","","F:\GitLab\dreamkeepers-psd\Images\Igrath\Drastic Measures.png",true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
High Ground,"High Ground",3,"Event- Continuous","+0",0,0,0,0,"Uncontested- characters can't deploy or redeploy to this lane.","If your opponent controls nearby characters, this card does nothing.Characters are nearby if they're in the same lane as this card.","","F:\GitLab\dreamkeepers-psd\Images\Igrath\High Ground.png",false,false,true,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
Loyal Trooper_1,"Loyal Trooper",2,"Follower","+0",1,1,3,0,"Uncontested- +2/+0.","If your opponent controls no nearby characters, this character gets +2/+0.","","F:\GitLab\dreamkeepers-psd\Images\Igrath\Loyal Trooper\Loyal Trooper_Ashworth.png",true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Loyal Trooper_2,"Loyal Trooper",2,"Follower","+0",1,1,3,0,"Uncontested- +2/+0.","If your opponent controls no nearby characters, this character gets +2/+0.","","F:\GitLab\dreamkeepers-psd\Images\Igrath\Loyal Trooper\Loyal Trooper_Leopard.png",true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Loyal Trooper_3,"Loyal Trooper",2,"Follower","+0",1,1,3,0,"Uncontested- +2/+0.","If your opponent controls no nearby characters, this character gets +2/+0.","","F:\GitLab\dreamkeepers-psd\Images\Igrath\Loyal Trooper\Loyal Trooper_std.png",true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Overlooked Advantage,"Overlooked Advantage",1,"Event","+0",0,0,0,0,"Move a character.Draw 1.","Move means to put that character in another zone, this does not count as a redeployment.","","F:\GitLab\dreamkeepers-psd\Images\Igrath\Overlooked Advantage.png",false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
Overwhelming Odds,"Overwhelming Odds",4,"Event","+0",0,0,0,0,"Characters in uncontested lanes gain +1 speed this turn.","Lanes are uncontested if your opponent controls no characters in them.","","F:\GitLab\dreamkeepers-psd\Images\Igrath\Overwhelming Odds.png",false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
Troika Tactician_1,"Troika Tactician",1,"Follower","+0",1,1,2,0,"Uncontested- nearby followers get +1/+1.","If your opponent controls no nearby characters, your nearby followers get +1/+1.","","F:\GitLab\dreamkeepers-psd\Images\Igrath\Troika Tactician\Troika Tactician_Altharin.png",false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Troika Tactician_2,"Troika Tactician",1,"Follower","+0",1,1,2,0,"Uncontested- nearby followers get +1/+1.","If your opponent controls no nearby characters, your nearby followers get +1/+1.","","F:\GitLab\dreamkeepers-psd\Images\Igrath\Troika Tactician\Troika Tactician_Konig.png",false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Springtrigger Vanguard_1,"Springtrigger Vanguard",3,"Follower","+0",1,2,3,0,"Uncontested- +2/+1.","If your opponent controls no nearby characters, this character gets +2/+1.","","F:\GitLab\dreamkeepers-psd\Images\Igrath\Springtrigger Vanguard\Springtrigger Vanguard_Goldobsidian.png",false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Springtrigger Vanguard_2,"Springtrigger Vanguard",3,"Follower","+0",1,2,3,0,"Uncontested- +2/+1.","If your opponent controls no nearby characters, this character gets +2/+1.","","F:\GitLab\dreamkeepers-psd\Images\Igrath\Springtrigger Vanguard\Springtrigger Vanguard_Other.png",false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Ruskol District Striker_1,"Ruskol District Striker",3,"Follower","+0",1,3,3,0,"Ambush.","You may play this character at any time, even during your opponent's turn.","Please, don’t call it a trap.  We prefer the term ‘understated assault.’","F:\GitLab\dreamkeepers-psd\Images\Igrath\Ruskol District Striker\Ruskol District Striker_Arty.png",false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Ruskol District Striker_2,"Ruskol District Striker",3,"Follower","+0",1,3,3,0,"Ambush.","You may play this character at any time, even during your opponent's turn.","Please, don’t call it a trap.  We prefer the term ‘understated assault.’","F:\GitLab\dreamkeepers-psd\Images\Igrath\Ruskol District Striker\Ruskol District Striker_std.png",false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,tru
Calah's Trusted,"Calah's Trusted",4,"Follower","+0",1,2,4,0,"Guard, Stealth, Deadly.","This character can intercept even when attacked, can only be attacked by nearby characters, and always deals lethal damage.","","F:\GitLab\dreamkeepers-psd\Images\Lilith\Calah's Trusted.png",false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,false,true
Devotion,"Devotion",1,"Event- Continuous","+0",0,0,0,0,"When a Troika character intercepts, they get +1 speed this turn.","Speed is spent to attack, intercept, or redeploy","","F:\GitLab\dreamkeepers-psd\Images\Lilith\Devotion.png",false,false,true,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false
Distraction,"Distraction",1,"Action","+0",0,0,0,0,"Remove a character from a skirmish.It can't be attacked this turn.","That character takes and deals no damage this skirmish.","","F:\GitLab\dreamkeepers-psd\Images\Lilith\Distraction.png",true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false
Never Unprepared,"Never Unprepared",2,"Event","+0",0,0,0,0,"Draw 3.","","","F:\GitLab\dreamkeepers-psd\Images\Lilith\Never Unprepared.png",false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false
Peek,"Peek",1,"Event","+0",0,0,0,0,"Prevent 2 damage that would be dealt this turn.","","","F:\GitLab\dreamkeepers-psd\Images\Lilith\Peek.png",true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true
Quick Thinking,"Quick Thinking",1,"Event","+0",0,0,0,0,"Draw 1, then Replace 2.","You may discard 1 and draw 1, up to 2 times.","","F:\GitLab\dreamkeepers-psd\Images\Lilith\Quick Thinking.png",false,false,true,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true
Sabbaton Elite,"Sabbaton Elite",3,"Follower","+0",1,3,4,0,"Guard.","This character can intercept even when attacked.","","F:\GitLab\dreamkeepers-psd\Images\Lilith\Sabbaton Elite.png",true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,false,true
Tower Guard,"Tower Guard",2,"Follower","+0",1,1,5,0,"Short range.Guard.","This character can't flank or reinforce.This character can intercept even when attacked.","","F:\GitLab\dreamkeepers-psd\Images\Lilith\Tower Guard.png",true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,false,true
Unstable Lifeflow,"Unstable Lifeflow",3,"Event - Leader","+0",0,0,0,0,"Lilith swaps life with a nearby hero.","Both heroes gain or lose life equal to the difference in their life totals.","","F:\GitLab\dreamkeepers-psd\Images\Lilith\Unstable Lifeflow.png",false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,fals
Decaying Ground,"Decaying Ground",2,"Event - Continuous Leader","+0",0,0,0,0,"Start- Deal 1 to all nearby, non-Ravat characters.Nearby characters gain short range.","","","F:\GitLab\dreamkeepers-psd\Images\Ravat\Decaying Ground.png",true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
Finish the Job,"Finish the Job",1,"Action - Leader","+0",0,0,0,0,"Discard a damaged, non-leader character from play.","A damaged character is one that has been dealt damage this turn.","","F:\GitLab\dreamkeepers-psd\Images\Ravat\Finish the Job.png",true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
Gruesome Display,"Gruesome Display",2,"Event - Leader","+0",0,0,0,0,"Discard one of your heroes from a lane, if you do, take an extra turn after this one.","","","F:\GitLab\dreamkeepers-psd\Images\Ravat\Gruesome Display.png",false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
Hunt,"Hunt",2,"Event - Leader","+0",0,0,0,0,"Choose a character. When Ravat damages that character this turn, he gains +1 speed and +1 damage this turn.","","","F:\GitLab\dreamkeepers-psd\Images\Ravat\Hunt.png",false,false,true,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
Lacerate,"Lacerate",2,"Event","+0",0,0,0,0,"Deal 4.","","","F:\GitLab\dreamkeepers-psd\Images\Ravat\Lacerate.png",true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
Lay Waste,"Lay Waste",5,"Event - Continuous","+0",0,0,0,0,"Start- Discard all nearby non-Ravat cards.Nothing can enter this lane.","Non-Ravat means all cards except the Ravat leader card.","","F:\GitLab\dreamkeepers-psd\Images\Ravat\Lay Waste.png",false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
Mokoi,"Mokoi",3,"Follower","+0",1,4,5,0,"Short range.","","","F:\GitLab\dreamkeepers-psd\Images\Ravat\Mokoi.png",false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true
No Escape,"No Escape",2,"Action - Leader","+0",0,0,0,0,"A nearby character gets (-1) this turn.If it's your turn, move Ravat.","","","F:\GitLab\dreamkeepers-psd\Images\Ravat\No Escape.png",true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
Terrify,"Terrify",2,"Action - Leader","+0",0,0,0,0,"Nearby characters get -2 speed this turn.","","","F:\GitLab\dreamkeepers-psd\Images\Ravat\Terrify.png",false,false,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,tru
Big Ninja,"Big Ninja",3,"Follower","+0",1,3,3,0,"Ambush.Stealth.","This character can be played at any time, and can only be engaged by nearby characters. ","","F:\GitLab\dreamkeepers-psd\Images\Scinter\Big Ninja.png",false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,true
Smokescreen,"Smokescreen",3,"Event","+0",0,0,0,0,"You decide how characters intercept this turn.","You may choose to have all or none of your opponent's characters  intercept as you choose.","","F:\GitLab\dreamkeepers-psd\Images\Scinter\Smokescreen.png",false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
Nainso,"Nainso",1,"Follower","+0",1,2,2,0,"Stealth","This character can only be engaged by nearby characters.","","F:\GitLab\dreamkeepers-psd\Images\Scinter\Nainso.png",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,true
Indigo,"Indigo",1,"Follower","+0",2,2,3,0,"Short range.","This character can't attack or flank.(+1) represents +1 speed.","","F:\GitLab\dreamkeepers-psd\Images\Scinter\Indigo.png",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,true
Rube Goldberg Trap,"Rube Goldberg Trap",2,"Action - Leader","+0",0,0,0,0,"Reveal the top 4 cards of your deck, you may play any traps from among them without paying their costs.Shuffle your deck.Trap- Reveal the top 8 cards instead.","You do not need to pay any costs for free cards.","","F:\GitLab\dreamkeepers-psd\Images\Scinter\Rube Goldberg Trap.png",false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true
Smoke Trap,"Smoke Trap",1,"Action","+0",0,0,0,0,"A character gets (-2) this turn. Trap- Nearby characters also get (-2) this turn.","If you play this on a character that just entered a lane, the Trap ability triggers.Characters with (0) or less can't attack, intercept, or redeploy.","","F:\GitLab\dreamkeepers-psd\Images\Scinter\Smoke Trap.png",false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
Telewarp Trap,"Telewarp Trap",1,"Action","+0",0,0,0,0,"A character gets +2/+2 this turn.Trap- That character also gets (+1) this turn.","If you play this on a character that just entered a lane, the Trap ability triggers.","","F:\GitLab\dreamkeepers-psd\Images\Scinter\Telewarp Trap.png",false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
Tripwire Trap,"Tripwire Trap",1,"Action","+0",0,0,0,0,"Deal 2.Trap- Deal 4 instead.","If you play this on a character that just entered a lane, the Trap ability triggers.","","F:\GitLab\dreamkeepers-psd\Images\Scinter\Tripwire Trap.png",true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
Warp Trap,"Warp Trap",2,"Action","+0",0,0,0,0,"Return a follower to it's owner's hand.Trap- Move a Troika character.","If you play this on a character that just entered a lane, the Trap ability triggers.","","F:\GitLab\dreamkeepers-psd\Images\Scinter\Warp Trap.png",false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,fals
Dust Hulk,"Dust Hulk",4,"Follower - Sandman","+0",1,3,2,0,"Deploy- You may Scrap X cards to disacard a follower with cost X or less from a lane.Stitch 4.","You may pay 4 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+3/+2).","","F:\GitLab\dreamkeepers-psd\Images\Scuttler\Dust Hulk.png",false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Dust Lacky,"Dust Lacky",2,"Follower - Sandman","+0",1,2,2,0,"When another sandman is discarded from a lane, Scuttler gains 1 resolve.Stitch 4.","You may pay 4 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+2/+2).","","F:\GitLab\dreamkeepers-psd\Images\Scuttler\Dust Lacky.png",true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Expendable Flunky,"Expendable Flunky",1,"Follower - Sandman","+0",1,1,1,0,"Deploy- Replace 2.Stitch 2.","You may pay 2 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+1/+1).","","F:\GitLab\dreamkeepers-psd\Images\Scuttler\Expendable Flunky.png",true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Hefty Poppet,"Hefty Poppet",3,"Follower - Sandman","+0",1,2,2,0,"Stitch 2.","You may pay 2 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+2/+2).","","F:\GitLab\dreamkeepers-psd\Images\Scuttler\Hefty Poppet.png",false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Ragpicker Scout,"Ragpicker Scout",1,"Follower - Sandman","+0",1,0,1,0,"Deploy- Draw 1, then Replace 2.Stitch 1.","You may pay 1 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+0/+1).","","F:\GitLab\dreamkeepers-psd\Images\Scuttler\Ragpicker Scout.png",true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Ragreaper,"Ragreaper",3,"Follower - Sandman","+0",1,4,2,0,"When this character enters a lane, restore a Sandman to full speed.Stitch 6.","You may pay 6 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+4/+2).","","F:\GitLab\dreamkeepers-psd\Images\Scuttler\Ragreaper.png",false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,false
Scuttler's Favorite,"Scuttler's Favorite",4,"Follower - Sandman","+0",1,0,1,0,"Deploy- Stitch all sandmen onto this character.Stitch 1.","You may pay 1 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+0/+1).","","F:\GitLab\dreamkeepers-psd\Images\Scuttler\Scuttler's Favorite.png",false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,false
Seam Parasite,"Seam Parasite",1,"Follower - Sandman","+0",1,1,1,0,"Discard- Stitch this character.Stitch 3.","You may pay 3 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+3/+2).","","F:\GitLab\dreamkeepers-psd\Images\Scuttler\Seam Parasite.png",false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Stitchcraft Pack,"Stitchcraft Pack",1,"Follower - Sandman","+0",1,2,1,0,"When you stitch this character, Replace 2.Stitch 2.","You may pay 2 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+1/+2).","","F:\GitLab\dreamkeepers-psd\Images\Scuttler\Stitchcraft Pack.png",true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,tru
Bind,"Bind",1,"Action","+0",0,0,0,0,"A follower gets -2/-2 this turn.","Followers in a lane with zero or less toughness must be discarded.","","F:\GitLab\dreamkeepers-psd\Images\Tendril\Bind.png",true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
Consume,"Consume",3,"Event","+0",0,0,0,0,"Discard all non-hero cards from each lane.","If a card with resurrect would be discarded this way, it becomes downed instead.","","F:\GitLab\dreamkeepers-psd\Images\Tendril\Consume.png",false,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
Dark Rebirth,"Dark Rebirth",1,"Event","+0",0,0,0,0,"Remove all resurrect counters from cards in each lane.","","In spite of honor, though you’re chaste,Succumb to me and have a tasteThe lovely feel of teeth in you,Penetrating through and through,An ecstasy that ends in paste","F:\GitLab\dreamkeepers-psd\Images\Tendril\Dark Rebirth.png",false,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
Fatal Blight,"Fatal Blight",2,"Event","+0",0,0,0,0,"Discard a non-leader card from a lane.","If a card with resurrect would be discarded this way, it becomes downed instead.","Breathing faster,Crying laughter,No longer yourbody’s master","F:\GitLab\dreamkeepers-psd\Images\Tendril\Fatal Blight.png",false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true
Lyrical Terror,"Lyrical Terror",1,"Follower","+0",1,1,3,0,"Resurrect 2.","If this character would be discarded from play, instead it becomes downed with 2 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","","F:\GitLab\dreamkeepers-psd\Images\Tendril\Lyrical Terror.png",false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
Monsterous Outgrowth,"Monsterous Outgrowth",2,"Follower","+0",1,3,2,0,"Resurrect 3.","If this character would be discarded from play, instead it becomes downed with 3 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","","F:\GitLab\dreamkeepers-psd\Images\Tendril\Monsterous Outgrowth.png",false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
Perpetual Nightmare,"Perpetual Nightmare",3,"Follower","+0",1,3,3,0,"Resurrect 3.","If this character would be discarded from play, instead it becomes downed with 3 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","","F:\GitLab\dreamkeepers-psd\Images\Tendril\Perpetual Nightmare.png",true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
Silver-Tongued Spawn,"Silver-Tongued Spawn",2,"Follower","+0",1,2,2,0,"Resurrect 2.","If this character would be discarded from play, instead it becomes downed with 2 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","","F:\GitLab\dreamkeepers-psd\Images\Tendril\Silver-Tongued Spawn.png",false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
Snuff Out,"Snuff Out",2,"Action","+0",0,0,0,0,"A follower gets -5/-5 this turn.","Followers in a lane with zero or less toughness must be discarded.","","F:\GitLab\dreamkeepers-psd\Images\Tendril\Snuff Out.png",false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
Toxic Entity,"Toxic Entity",1,"Follower","+0",1,1,2,0,"Deadly.","When this character damages another deck character, that character is discarded.","The worm insideWe try to hide,But twist or turnthe envy burns.","F:\GitLab\dreamkeepers-psd\Images\Tendril\Toxic Entity.png",false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,tru
Benevolent Facade,"Benevolent Facade",3,"Event- Continuous Leader","+0",0,0,0,0,"Players play with the top card of their deck revealed.Discard 1: You may play the top card of a deck this turn.{2}: Discard the top card of a deck.","Leader actions must be played with their leader's resolve.","","F:\GitLab\dreamkeepers-psd\Images\Tinsel\Benevolent Facade.png",false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
Blatant Extortion,"Blatant Extortion",2,"Event- Leader","+0",0,0,0,0,"Negotiate- An opponent discards 2 from their hand or you draw 2.","Your opponent makes choices for this card.If the player has less than 2 cards in hand, they discard as many as possible.","","F:\GitLab\dreamkeepers-psd\Images\Tinsel\Blatant Extortion.png",true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
Deep Connections,"Deep Connections",2,"Event","+0",0,0,0,0,"Sieze a discarded card, you may play it this turn.","You still have to pay all costs to play the card.","","F:\GitLab\dreamkeepers-psd\Images\Tinsel\Deep Connections.png",false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
Hair Lash,"Hair Lash",2,"Action- Leader","+0",0,0,0,0,"Tinsel Deals 2.Draw 1.","Leader actions must be played with their leader's resolve.","","F:\GitLab\dreamkeepers-psd\Images\Tinsel\Hair Lash.png",true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
Political Influence,"Political Influence",4,"Event - Leader","+0",0,0,0,0,"Sieze a follwer in a lane.","You gain control of a follower. It doesn't move.","","F:\GitLab\dreamkeepers-psd\Images\Tinsel\Political Influence.png",false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
Prison Sentence,"Prison Sentence",1,"Event- Continuous","+0",0,0,0,0,"Play this on a character, that character gets -3 speed.{3}: Discard Prison Sentence. Any player may use this ability.","Characters with (0) or fewer speed can't attack, intercept, or redeploy.","","F:\GitLab\dreamkeepers-psd\Images\Tinsel\Prison Sentence.png",true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
Public Figure,"Public Figure",4,"Event- Continuous Leader","+0",0,0,0,0,"When a follower you don't control is discarded from play, you may search it's owner's deck for a card with the same name, seize it, and deploy it.","Leader events must be played with their leader's resolve.","","F:\GitLab\dreamkeepers-psd\Images\Tinsel\Public Figure.png",false,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
Status Quo,"Status Quo",2,"Action","+0",0,0,0,0,"Negotiate- Each of your opponent's heroes lose 2 life or get -2 damage this turn.","Your opponent makes choices for this card.","","F:\GitLab\dreamkeepers-psd\Images\Tinsel\Status Quo.png",false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
Stiletto,"Stiletto",2,"Deck Hero","+1",2,2,0,6,"When this hero deals damage, draw 1.Unique.","If you have more than one character on the battlefield that shares a name with this card, you must choose one of them and discard the rest.(+1) Represents +1 Speed.","","F:\GitLab\dreamkeepers-psd\Images\Tinsel\Stiletto.png",false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,true,fals
Bobby,"Bobby",3,"Deck Hero","+1",1,3,0,9,"{1}: Nearby non-Troika characters  get -1/-0 this turn.Unique.","If you have more than one character in a lane that shares a name with this card, you must choose one of them and discard the rest.","","F:\GitLab\dreamkeepers-psd\Images\Vi\Bobby.png",false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false
Boyfriend,"Boyfriend",4,"Event - Leader","+0",0,0,0,0,"Vi gains +4/+0 and long range this turn.","Leader actions must be played with their leader's resolve.Long range means this character can flank and reinforce from contested lanes.","","F:\GitLab\dreamkeepers-psd\Images\Vi\Boyfriend.png",false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
